ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
6000,65,44,21,35,26,21,18,12,8,4,4,4,1500,20.0,1,1,10443.0,Yes
15000,102,55,47,43,33,27,24,19,13,6,4,4,2500,21.0,1,1,11037.0,Yes
3000,39,26,13,20,15,13,12,9,6,3,2,4,1000,36.0,1,1,25397.0,No
2000,31,19,12,15,12,10,9,6,3,3,2,4,666,34.0,1,1,27166.0,Yes
7000,59,36,23,29,22,17,15,11,8,3,6,3,2333,4.0,1,0,1363.0,No
2000,33,17,16,14,11,9,8,5,3,2,3,5,1000,30.0,1,0,14551.0,No
2500,35,26,9,20,14,11,11,8,4,4,2,4,625,35.0,1,0,20186.0,Yes
1000,22,10,12,7,6,5,4,3,2,1,6,6,1000,9.0,1,0,2066.0,No
500,12,6,6,4,3,2,2,1,1,0,0,4,0,2.0,0,0,0.0,No
15000,113,67,46,54,40,32,29,20,14,6,5,4,2500,9.0,1,0,2960.0,No
8000,73,43,30,35,24,19,17,12,9,3,5,5,2666,12.0,1,0,4383.0,No
5000,54,34,20,28,20,16,14,10,5,5,3,3,1000,28.0,1,0,16264.0,No
2500,35,24,11,18,15,12,10,7,4,3,1,5,833,30.0,1,1,21447.0,Yes
1500,25,12,13,9,7,6,5,3,2,1,6,4,1500,7.0,1,0,1880.0,No
1500,27,15,12,11,8,6,5,4,3,1,6,4,1500,7.0,1,0,1767.0,No
2000,30,17,13,14,11,9,8,6,3,3,3,3,666,31.0,1,1,21059.0,Yes
4000,40,26,14,20,17,14,13,10,7,3,2,3,1333,42.0,1,1,28334.0,Yes
6000,55,30,25,22,16,12,11,8,5,3,5,2,2000,15.0,1,0,5545.0,No
5000,52,38,14,29,21,18,16,11,6,5,3,4,1000,31.0,0,0,0.0,No
2000,31,18,13,14,10,8,7,5,2,3,2,3,666,34.0,1,1,23630.0,Yes
15000,102,61,41,50,38,31,30,21,14,7,6,3,2142,5.0,1,0,2053.0,Yes
6000,63,38,25,31,23,20,18,13,10,3,4,4,2000,18.0,1,0,5885.0,Yes
4000,40,25,15,19,14,11,10,7,4,3,3,4,1333,28.0,1,1,21002.0,No
4000,46,31,15,23,17,15,13,9,6,3,2,4,1333,34.0,1,1,22693.0,No
2500,31,20,11,16,12,11,10,8,5,3,2,5,833,37.0,1,0,17928.0,Yes
2000,31,16,15,13,9,7,7,5,3,2,2,5,1000,33.0,1,0,15849.0,No
2500,34,25,9,21,17,14,12,9,5,4,1,5,625,39.0,1,0,20123.0,No
6000,60,35,25,29,20,17,15,12,8,4,5,4,1500,13.0,1,0,4202.0,No
500,12,5,7,4,3,2,2,1,1,0,0,4,0,3.0,0,0,0.0,No
1000,21,11,10,8,6,5,5,3,2,1,6,5,1000,8.0,1,0,2188.0,No
800,18,8,10,6,4,3,3,2,2,0,0,5,0,1.0,0,0,0.0,No
800,18,8,10,6,4,3,3,2,1,1,6,3,800,6.0,1,0,1453.0,No
8000,69,37,32,30,21,17,15,11,8,3,4,4,2666,18.0,1,0,6844.0,No
5000,54,40,14,32,24,19,17,14,8,6,2,2,833,40.0,1,1,31346.0,Yes
3000,37,23,14,17,13,10,10,7,4,3,2,2,1000,35.0,1,1,27630.0,No
1000,21,10,11,7,5,4,4,3,2,1,5,3,1000,13.0,1,1,6259.0,No
3000,42,30,12,25,18,15,14,10,6,4,2,4,750,37.0,1,1,25669.0,Yes
3000,41,28,13,22,16,12,10,7,3,4,3,4,750,24.0,1,1,18839.0,Yes
1500,24,13,11,10,7,6,5,3,1,2,6,2,750,12.0,1,0,2771.0,Yes
2500,35,21,14,17,12,10,9,6,3,3,2,5,833,37.0,1,0,19460.0,Yes
2500,32,20,12,15,11,9,8,6,3,3,2,3,833,40.0,1,1,28476.0,Yes
4000,47,32,15,25,18,15,13,9,5,4,2,4,1000,37.0,1,1,27122.0,Yes
5000,54,35,19,28,21,16,15,11,5,6,2,3,833,40.0,1,1,32017.0,Yes
800,15,7,8,5,4,3,3,2,1,1,5,4,800,13.0,1,1,6110.0,No
2500,32,22,10,18,13,11,10,7,4,3,2,4,833,34.0,1,1,26084.0,Yes
4000,45,32,13,23,18,16,14,10,5,5,3,4,800,32.0,1,1,24658.0,Yes
3000,38,23,15,18,14,12,11,7,5,2,2,4,1500,39.0,1,0,18779.0,No
8000,65,46,19,36,28,23,21,15,11,4,5,4,2000,11.0,1,0,4383.0,No
5000,54,38,16,30,20,16,15,10,5,5,2,3,1000,39.0,0,0,0.0,No
1500,26,15,11,11,8,7,6,4,2,2,7,4,750,11.0,1,0,2787.0,No
1000,19,10,9,7,5,4,4,3,2,1,6,3,1000,5.0,1,0,1286.0,No
5000,50,38,12,29,23,18,16,12,8,4,3,3,1250,27.0,1,0,14090.0,No
500,14,6,8,4,3,3,3,2,1,1,6,3,500,2.0,1,0,479.0,Yes
4000,50,33,17,27,21,17,15,10,5,5,2,5,800,35.0,1,1,26653.0,Yes
12000,87,39,48,28,19,16,14,10,8,2,5,2,6000,12.0,0,0,0.0,No
4000,44,30,14,24,18,15,13,9,4,5,3,5,800,35.0,0,0,0.0,No
2500,36,25,11,19,14,11,10,8,4,4,2,4,625,35.0,1,1,25474.0,Yes
5000,51,34,17,28,20,16,15,11,7,4,3,4,1250,26.0,1,1,18148.0,Yes
3000,38,24,14,19,14,13,11,7,4,3,3,4,1000,26.0,1,1,18788.0,Yes
4000,48,28,20,22,15,12,11,8,4,4,2,4,1000,38.0,1,1,26048.0,Yes
12000,79,44,35,34,26,21,20,15,11,4,5,5,3000,14.0,1,0,4252.0,No
2500,37,27,10,23,16,13,12,9,6,3,2,4,833,43.0,1,0,22853.0,Yes
15000,102,53,49,42,31,25,22,14,9,5,5,2,3000,12.0,1,0,4469.0,No
10000,78,49,29,40,32,29,27,18,12,6,6,4,1666,3.0,1,0,1118.0,No
1500,25,12,13,9,7,6,5,3,1,2,6,5,750,8.0,1,1,4192.0,No
800,17,8,9,6,5,4,3,2,1,1,7,4,800,5.0,1,0,1339.0,No
1000,18,8,10,6,4,3,3,2,1,1,6,6,1000,10.0,1,0,2492.0,No
500,14,6,8,4,3,3,2,1,0,1,6,0,500,6.0,1,0,1518.0,No
1000,20,9,11,7,6,5,4,2,1,1,8,4,1000,9.0,0,0,0.0,No
5000,54,35,19,28,21,17,15,10,5,5,2,4,1000,34.0,1,1,25112.0,Yes
1000,21,10,11,8,6,5,4,3,2,1,6,3,1000,7.0,1,0,1913.0,No
2000,28,14,14,11,9,7,6,4,3,1,2,4,2000,33.0,1,0,16882.0,No
8000,72,43,29,33,23,18,17,11,7,4,6,3,2000,6.0,0,0,0.0,No
500,13,6,7,5,3,2,2,1,1,0,0,2,0,1.0,0,0,0.0,No
7000,68,39,29,31,23,18,17,12,9,3,5,3,2333,14.0,1,0,5683.0,No
2000,26,16,10,12,9,7,6,4,1,3,2,4,666,35.0,1,1,27242.0,Yes
1000,20,9,11,7,5,4,4,3,2,1,7,5,1000,9.0,1,0,2536.0,No
5000,51,33,18,27,21,16,14,9,6,3,2,3,1666,33.0,1,1,25088.0,Yes
4000,47,30,17,23,16,14,12,8,5,3,3,3,1333,34.0,1,0,16865.0,No
10000,82,56,26,42,32,26,23,16,11,5,4,5,2000,14.0,1,0,5402.0,No
6000,56,35,21,29,21,17,15,11,8,3,5,3,2000,10.0,1,0,3051.0,No
7000,62,36,26,28,23,19,17,12,8,4,5,4,1750,15.0,1,1,7778.0,No
2000,30,18,12,15,12,9,8,6,3,3,2,5,666,38.0,1,0,19848.0,No
1500,24,14,10,11,8,6,5,4,2,2,6,3,750,10.0,1,0,2196.0,No
6000,62,39,23,31,23,19,16,12,8,4,5,2,1500,10.0,1,0,3906.0,No
7000,63,38,25,31,21,16,14,9,7,2,3,6,3500,26.0,1,0,9159.0,No
20000,100,52,48,42,30,25,23,15,10,5,4,5,4000,17.0,1,0,5539.0,No
2500,34,23,11,19,14,11,10,7,4,3,3,5,833,28.0,1,1,19404.0,Yes
2500,32,21,11,16,12,9,8,6,4,2,2,4,1250,36.0,1,1,27558.0,Yes
7000,58,40,18,30,23,19,17,12,9,3,5,5,2333,11.0,1,0,3686.0,No
2500,32,20,12,16,11,9,8,5,3,2,2,2,1250,36.0,1,0,20224.0,No
12000,90,55,35,45,32,26,23,16,12,4,4,4,3000,13.0,1,0,4046.0,No
8000,75,46,29,36,26,22,20,15,10,5,4,5,1600,18.0,1,1,9723.0,No
2500,35,24,11,18,13,11,9,6,4,2,2,3,1250,37.0,0,0,0.0,No
6000,57,37,20,31,22,17,15,10,7,3,5,4,2000,14.0,1,1,8459.0,No
6000,60,35,25,28,20,15,14,10,6,4,6,4,1500,5.0,1,1,3015.0,No
1000,19,10,9,7,5,4,4,2,1,1,7,3,1000,8.0,1,0,1997.0,No
10000,77,39,38,31,25,21,19,13,8,5,6,4,2000,6.0,1,0,2132.0,No
3000,36,23,13,20,14,12,11,8,4,4,2,4,750,36.0,1,1,27367.0,Yes
8000,62,36,26,28,21,17,15,11,7,4,5,4,2000,15.0,1,0,5071.0,No
2000,29,15,14,11,7,6,6,4,3,1,3,4,2000,33.0,1,0,17936.0,No
10000,81,49,32,39,27,23,20,14,11,3,5,3,3333,9.0,1,0,3850.0,No
2500,34,23,11,19,14,10,10,6,3,3,3,4,833,27.0,1,1,18977.0,Yes
500,12,6,6,4,3,2,2,1,1,0,0,4,0,1.0,0,0,0.0,No
10000,75,47,28,35,24,20,17,13,10,3,5,4,3333,11.0,1,0,4233.0,No
1000,20,9,11,6,5,4,3,2,1,1,5,4,1000,16.0,1,1,7593.0,No
2000,28,16,12,12,8,7,6,5,3,2,3,4,1000,27.0,1,0,14629.0,No
15000,107,59,48,46,34,29,26,18,13,5,5,5,3000,11.0,1,0,3585.0,No
15000,96,56,40,45,34,29,25,18,13,5,6,4,3000,6.0,1,0,2301.0,No
4000,44,31,13,24,18,13,12,8,5,3,3,4,1333,25.0,1,0,12595.0,No
5000,48,32,16,25,19,16,14,9,5,4,3,3,1250,27.0,1,1,19880.0,Yes
3000,37,23,14,18,13,12,10,6,3,3,3,5,1000,36.0,1,1,28067.0,Yes
2000,32,17,15,12,9,7,6,4,2,2,2,3,1000,35.0,1,1,26775.0,No
2000,31,17,14,13,9,8,7,4,2,2,2,4,1000,40.0,1,1,29125.0,Yes
5000,56,37,19,31,24,21,19,14,8,6,2,3,833,32.0,1,0,17751.0,No
6000,61,38,23,30,22,18,16,11,8,3,5,2,2000,13.0,1,0,4565.0,No
7000,60,38,22,29,22,18,16,11,8,3,4,4,2333,16.0,1,0,5426.0,Yes
7000,63,38,25,29,21,17,15,10,6,4,5,4,1750,11.0,1,0,4563.0,Yes
1000,19,9,10,7,5,4,3,2,1,1,7,4,1000,8.0,0,0,0.0,No
3000,42,28,14,19,14,11,11,8,5,3,3,4,1000,26.0,1,1,19038.0,Yes
800,16,7,9,5,4,3,3,2,2,0,0,5,0,5.0,0,0,0.0,No
4000,48,30,18,24,17,15,13,9,5,4,2,5,1000,39.0,1,1,28948.0,Yes
3000,41,25,16,19,15,13,11,8,5,3,3,3,1000,21.0,1,1,15395.0,Yes
10000,89,52,37,38,27,22,19,14,10,4,5,6,2500,11.0,1,0,3946.0,No
2500,34,23,11,18,13,10,9,6,4,2,3,4,1250,27.0,1,1,20196.0,Yes
1000,21,9,12,7,5,4,4,2,1,1,5,5,1000,11.0,1,0,2290.0,No
1500,29,16,13,12,8,6,6,4,2,2,7,4,750,6.0,1,1,3038.0,No
6000,56,35,21,28,21,18,16,11,8,3,4,4,2000,22.0,1,0,7628.0,No
4000,42,29,13,23,18,15,14,10,6,4,1,5,1000,36.0,1,1,27350.0,Yes
1000,17,7,10,5,4,3,3,2,1,1,7,5,1000,7.0,1,0,1902.0,No
1000,21,11,10,8,6,4,4,3,2,1,6,5,1000,7.0,1,1,3564.0,No
5000,47,34,13,26,18,14,12,9,6,3,3,4,1666,25.0,1,0,13424.0,Yes
1000,19,8,11,6,4,3,3,2,2,0,0,4,0,3.0,0,0,0.0,No
8000,72,42,30,33,24,20,17,13,9,4,5,3,2000,15.0,1,1,9828.0,No
5000,53,38,15,30,23,18,16,12,8,4,2,5,1250,31.0,1,0,17337.0,No
1000,20,9,11,7,5,4,4,3,3,0,0,5,0,11.0,0,0,0.0,No
1000,20,8,12,6,4,4,3,3,2,1,8,4,1000,8.0,1,0,2513.0,No
20000,131,64,67,51,39,32,28,21,15,6,5,5,3333,12.0,1,0,4263.0,No
2500,32,21,11,16,12,10,9,7,4,3,1,5,833,34.0,1,1,25528.0,Yes
2500,33,20,13,15,10,9,8,5,3,2,2,6,1250,34.0,1,1,24695.0,Yes
7000,61,36,25,27,21,16,14,10,7,3,5,3,2333,11.0,1,0,3925.0,No
12000,94,51,43,43,31,25,23,16,10,6,6,4,2000,9.0,1,0,3581.0,No
20000,128,77,51,61,48,40,37,27,19,8,4,4,2500,17.0,1,0,4546.0,No
6000,60,36,24,29,21,17,16,11,9,2,5,7,3000,12.0,1,0,4453.0,Yes
2500,37,26,11,21,16,13,12,9,5,4,3,4,625,37.0,1,1,30027.0,Yes
1000,18,10,8,7,6,5,4,3,3,0,0,5,0,6.0,0,0,0.0,No
7000,71,48,23,37,27,21,19,13,10,3,5,5,2333,13.0,1,0,5020.0,No
4000,50,34,16,27,20,16,14,11,6,5,2,4,800,38.0,1,1,28421.0,Yes
2500,36,21,15,18,13,10,9,6,4,2,2,4,1250,31.0,1,0,15572.0,No
10000,88,56,32,46,37,29,26,19,13,6,4,5,1666,14.0,1,1,8669.0,No
1000,18,9,9,6,5,4,3,2,1,1,6,5,1000,9.0,1,0,2670.0,Yes
3000,37,25,12,22,15,12,11,9,4,5,3,4,600,31.0,0,0,0.0,No
500,12,6,6,4,3,2,2,1,0,1,8,0,500,8.0,1,1,3890.0,No
3000,40,28,12,21,17,14,13,9,5,4,2,5,750,39.0,1,1,27815.0,Yes
800,16,8,8,6,4,3,2,2,1,1,6,3,800,6.0,1,1,2933.0,No
1000,21,11,10,8,6,5,5,3,2,1,6,4,1000,11.0,1,0,2820.0,No
1000,21,10,11,8,6,5,4,3,2,1,6,5,1000,6.0,1,0,1376.0,Yes
5000,55,31,24,24,16,13,12,8,5,3,2,4,1666,32.0,1,0,16288.0,Yes
6000,60,36,24,27,21,16,15,10,8,2,4,3,3000,20.0,1,0,6474.0,No
4000,43,31,12,23,17,13,12,8,4,4,3,3,1000,30.0,1,0,13799.0,Yes
15000,97,50,47,40,30,25,22,17,12,5,4,5,3000,24.0,1,0,7474.0,No
2500,37,24,13,19,14,11,10,7,4,3,2,4,833,35.0,1,0,18121.0,Yes
2000,32,17,15,13,10,8,7,5,2,3,2,3,666,32.0,1,1,23119.0,Yes
10000,80,55,25,45,33,26,23,17,11,6,5,5,1666,11.0,1,0,4162.0,No
2000,29,18,11,13,10,8,7,5,3,2,3,5,1000,22.0,1,1,16499.0,No
15000,90,46,44,38,28,22,20,13,9,4,4,3,3750,18.0,0,0,0.0,No
500,12,6,6,4,3,2,2,1,1,0,0,7,0,4.0,0,0,0.0,No
15000,114,59,55,49,38,32,28,20,13,7,6,3,2142,5.0,1,0,1707.0,No
800,16,8,8,6,4,3,3,2,2,0,0,5,0,10.0,0,0,0.0,No
10000,81,51,30,40,29,24,22,15,11,4,5,6,2500,10.0,1,0,3767.0,No
3000,41,29,12,22,16,14,12,8,5,3,2,5,1000,34.0,1,0,15818.0,No
20000,112,63,49,50,36,29,27,20,13,7,5,4,2857,13.0,1,1,7192.0,No
1000,20,12,8,10,7,6,5,4,3,1,5,3,1000,14.0,1,1,6756.0,No
4000,48,30,18,23,18,14,13,8,4,4,3,6,1000,31.0,1,1,21686.0,Yes
15000,102,49,53,36,27,22,20,16,12,4,4,5,3750,19.0,1,0,7998.0,No
3000,45,29,16,23,18,15,13,9,5,4,1,3,750,35.0,1,1,26964.0,Yes
4000,41,25,16,20,15,13,11,7,5,2,3,6,2000,29.0,1,0,15559.0,No
5000,56,34,22,26,20,16,14,10,6,4,2,4,1250,40.0,0,0,0.0,No
3000,38,24,14,18,13,11,10,7,5,2,2,4,1500,38.0,0,0,0.0,No
4000,48,30,18,24,18,15,14,11,6,5,2,3,800,36.0,1,1,27719.0,Yes
4000,47,30,17,25,20,17,16,12,7,5,3,4,800,27.0,1,0,14149.0,No
10000,76,48,28,37,27,22,20,14,9,5,5,5,2000,12.0,1,0,4173.0,No
800,17,8,9,6,4,3,3,2,2,0,0,4,0,6.0,0,0,0.0,No
2000,27,15,12,11,8,6,6,4,2,2,2,4,1000,42.0,1,1,31593.0,Yes
15000,106,62,44,50,38,33,29,21,14,7,5,7,2142,9.0,1,0,2820.0,No
10000,81,47,34,36,27,22,20,14,10,4,5,4,2500,17.0,1,1,10849.0,No
3000,40,26,14,20,15,12,11,8,5,3,3,5,1000,25.0,1,1,18846.0,Yes
4000,49,34,15,27,20,16,15,10,6,4,3,3,1000,29.0,1,1,20991.0,Yes
2000,31,15,16,11,8,7,7,5,4,1,2,3,2000,32.0,1,1,25361.0,Yes
1500,25,12,13,10,7,6,5,4,3,1,7,5,1500,7.0,1,1,3507.0,No
3000,36,24,12,18,13,11,10,7,5,2,2,5,1500,35.0,1,1,25259.0,Yes
2500,33,23,10,18,14,12,10,7,5,2,2,6,1250,37.0,1,1,27557.0,Yes
4000,49,37,12,30,21,17,15,10,5,5,2,4,800,40.0,1,1,30725.0,No
1000,21,10,11,8,6,4,4,2,0,2,7,0,500,8.0,1,0,2364.0,No
15000,101,58,43,46,32,26,24,18,13,5,5,1,3000,10.0,0,0,0.0,No
20000,122,66,56,51,37,29,26,17,11,6,4,5,3333,19.0,1,0,7583.0,No
5000,50,34,16,26,20,16,14,10,6,4,2,5,1250,37.0,1,0,21954.0,No
3000,41,30,11,24,18,14,13,10,7,3,2,3,1000,35.0,1,1,26386.0,Yes
2000,31,15,16,11,8,6,5,4,3,1,2,5,2000,32.0,1,0,15598.0,No
7000,72,45,27,35,27,21,19,14,8,6,4,4,1166,21.0,1,0,7562.0,No
5000,50,38,12,30,23,18,16,13,8,5,2,4,1000,36.0,1,1,27018.0,Yes
1500,25,14,11,11,9,7,6,4,2,2,5,4,750,20.0,1,0,5319.0,No
12000,90,55,35,44,34,27,25,17,11,6,4,6,2000,15.0,1,0,5396.0,No
8000,73,43,30,33,25,20,18,13,9,4,5,4,2000,11.0,1,0,4201.0,No
12000,88,48,40,38,28,24,21,15,9,6,4,3,2000,21.0,1,0,6152.0,No
6000,56,34,22,27,22,18,15,11,8,3,6,3,2000,7.0,1,0,2778.0,No
4000,48,28,20,20,15,12,11,6,3,3,2,4,1333,37.0,1,1,29793.0,Yes
2500,36,22,14,16,12,9,9,7,4,3,2,4,833,35.0,1,0,17403.0,No
12000,84,42,42,34,26,21,19,13,9,4,5,5,3000,14.0,1,0,5765.0,No
10000,86,56,30,43,33,28,26,18,13,5,5,3,2000,11.0,1,0,4047.0,No
800,18,9,9,7,5,4,3,2,2,0,0,4,0,1.0,0,0,0.0,No
500,13,6,7,4,3,3,2,2,1,1,6,5,500,7.0,1,1,3360.0,No
2500,35,24,11,19,14,11,10,8,5,3,2,3,833,37.0,1,0,18734.0,No
7000,67,41,26,31,23,19,16,12,8,4,5,4,1750,12.0,1,1,6396.0,Yes
20000,115,68,47,53,36,29,26,18,14,4,5,4,5000,12.0,1,1,6087.0,No
1500,25,14,11,11,8,6,6,4,3,1,6,4,1500,9.0,0,0,0.0,No
4000,40,27,13,20,15,12,11,8,4,4,3,3,1000,32.0,0,0,0.0,No
2500,36,24,12,19,14,12,10,8,4,4,2,4,625,35.0,1,1,24753.0,Yes
15000,92,53,39,42,32,25,22,17,11,6,4,4,2500,15.0,1,1,9703.0,No
8000,76,45,31,35,25,20,18,14,9,5,4,6,1600,12.0,1,0,5101.0,Yes
8000,68,44,24,35,29,24,22,13,9,4,5,4,2000,13.0,1,0,4378.0,Yes
3000,38,24,14,19,14,12,11,9,5,4,3,5,750,31.0,1,0,15693.0,No
2500,33,20,13,16,11,9,9,6,4,2,2,5,1250,33.0,1,1,24879.0,Yes
2000,30,18,12,14,11,9,8,6,4,2,2,3,1000,34.0,1,1,23993.0,Yes
800,19,9,10,7,5,4,4,2,2,0,0,4,0,1.0,0,0,0.0,No
10000,68,40,28,33,24,19,17,12,9,3,5,5,3333,10.0,1,0,3293.0,No
7000,69,45,24,37,26,21,19,13,9,4,5,4,1750,10.0,1,1,5783.0,No
20000,124,65,59,52,38,32,28,21,14,7,5,4,2857,10.0,1,0,3895.0,No
20000,113,61,52,48,37,31,27,21,14,7,5,5,2857,14.0,1,0,5577.0,No
4000,43,31,12,25,18,14,13,9,5,4,2,5,1000,30.0,0,0,0.0,No
6000,65,44,21,38,29,22,21,14,9,5,5,4,1200,13.0,1,0,4640.0,No
12000,84,51,33,38,27,23,20,15,10,5,5,4,2400,12.0,1,1,6329.0,No
8000,65,39,26,29,21,18,16,11,7,4,4,2,2000,17.0,1,0,6282.0,Yes
2000,32,20,12,15,13,10,9,6,3,3,2,4,666,53.0,1,1,110250.0,Yes
3000,39,25,14,18,13,12,11,8,4,4,3,4,750,32.0,1,1,24636.0,Yes
1000,19,8,11,6,5,4,4,2,1,1,7,3,1000,8.0,1,1,3889.0,No
15000,103,46,57,34,23,19,16,11,7,4,5,4,3750,12.0,1,0,3921.0,No
4000,43,32,11,26,20,17,15,11,7,4,2,4,1000,36.0,1,1,27267.0,Yes
2000,32,17,15,13,9,7,7,4,1,3,2,4,666,39.0,1,0,20218.0,Yes
5000,56,37,19,31,23,18,16,12,8,4,3,4,1250,31.0,1,1,23148.0,Yes
4000,47,30,17,23,18,15,13,9,4,5,2,4,800,38.0,1,0,20391.0,No
2500,35,24,11,18,14,11,10,7,4,3,2,4,833,35.0,1,1,23474.0,No
1000,22,10,12,8,5,4,3,2,2,0,0,5,0,3.0,0,0,0.0,No
5000,53,33,20,25,18,15,13,10,6,4,3,3,1250,30.0,1,0,16068.0,No
3000,36,25,11,19,13,11,10,7,4,3,2,6,1000,36.0,1,1,26386.0,Yes
7000,66,37,29,30,22,16,15,10,7,3,6,5,2333,6.0,1,0,2399.0,No
3000,43,27,16,22,16,13,12,8,3,5,2,5,600,41.0,1,1,30334.0,Yes
8000,66,35,31,27,20,16,15,9,7,2,6,4,4000,6.0,1,0,2218.0,No
4000,45,28,17,22,17,13,11,8,5,3,2,4,1333,34.0,1,1,26248.0,Yes
4000,47,32,15,24,19,15,14,9,5,4,2,3,1000,37.0,1,0,21080.0,No
10000,80,43,37,32,24,20,17,13,9,4,5,6,2500,11.0,1,0,4496.0,No
2500,32,19,13,16,12,10,9,6,3,3,1,5,833,38.0,1,1,29059.0,Yes
1500,27,15,12,11,8,6,5,3,2,1,7,3,1500,5.0,1,0,1156.0,No
500,15,7,8,5,3,3,2,2,2,0,0,5,0,7.0,0,0,0.0,No
6000,59,41,18,32,24,19,18,13,10,3,5,3,2000,9.0,1,0,3034.0,Yes
4000,43,32,11,25,17,13,12,8,5,3,3,4,1333,20.0,1,1,15137.0,No
5000,48,30,18,23,17,14,13,9,5,4,2,5,1250,29.0,1,0,15477.0,No
1500,26,15,11,12,8,6,6,4,3,1,6,5,1500,8.0,1,0,1920.0,No
1500,27,16,11,12,8,6,6,4,3,1,6,4,1500,7.0,1,0,1557.0,No
500,13,6,7,5,3,2,2,2,2,0,0,4,0,3.0,0,0,0.0,No
2500,34,21,13,16,11,10,8,7,3,4,1,4,625,33.0,1,1,23725.0,Yes
4000,44,29,15,22,17,14,12,9,5,4,2,5,1000,38.0,1,0,17073.0,No
2500,32,21,11,16,12,9,8,5,3,2,2,5,1250,38.0,1,1,27862.0,Yes
2500,36,23,13,17,13,10,9,7,3,4,2,4,625,40.0,1,1,29333.0,Yes
10000,84,53,31,43,32,26,23,14,9,5,4,2,2000,15.0,1,0,4694.0,No
2500,31,20,11,16,12,10,9,6,3,3,2,2,833,37.0,1,0,19738.0,Yes
3000,42,26,16,19,14,11,10,7,4,3,2,4,1000,34.0,1,1,26241.0,Yes
7000,67,41,26,32,23,19,16,11,7,4,5,3,1750,7.0,1,0,2690.0,No
2500,37,25,12,19,15,13,11,8,4,4,2,3,625,35.0,1,1,25317.0,Yes
4000,42,26,16,20,14,11,10,7,3,4,3,4,1000,25.0,1,0,12262.0,Yes
10000,73,47,26,38,28,21,19,13,9,4,5,6,2500,11.0,1,0,4270.0,Yes
12000,88,42,46,31,23,20,19,13,11,2,4,4,6000,18.0,1,0,5534.0,No
1500,26,14,12,11,8,6,6,4,2,2,6,5,750,9.0,1,0,2187.0,No
12000,99,53,46,44,32,25,22,17,11,6,5,5,2000,9.0,1,0,3358.0,No
3000,40,26,14,21,14,12,11,8,4,4,3,2,750,29.0,1,1,22082.0,Yes
2000,30,16,14,13,10,7,6,4,2,2,2,4,1000,38.0,1,0,19210.0,Yes
3000,36,27,9,22,16,13,12,9,6,3,2,3,1000,36.0,1,1,28179.0,Yes
20000,130,67,63,55,41,33,29,20,15,5,5,6,4000,11.0,1,0,3886.0,No
3000,36,27,9,21,14,12,10,7,4,3,2,2,1000,35.0,1,1,24283.0,Yes
2000,33,19,14,15,11,9,8,6,3,3,2,4,666,36.0,1,1,25883.0,Yes
5000,52,35,17,27,20,17,14,11,6,5,2,4,1000,39.0,1,1,29370.0,No
2000,33,19,14,14,10,8,7,5,3,2,2,3,1000,36.0,1,1,23610.0,No
1000,21,12,9,9,6,5,5,3,1,2,5,4,500,17.0,0,0,0.0,No
1000,20,9,11,7,5,4,3,2,2,0,0,4,0,2.0,0,0,0.0,No
1000,19,8,11,6,4,4,3,2,1,1,5,4,1000,12.0,1,0,3162.0,No
1500,25,13,12,10,8,6,6,4,3,1,7,5,1500,5.0,1,0,1295.0,No
1500,26,15,11,12,8,6,6,4,2,2,7,4,750,5.0,1,0,1301.0,No
5000,53,32,21,26,20,16,14,10,5,5,2,4,1000,31.0,1,1,22089.0,Yes
1500,24,13,11,10,7,5,5,3,2,1,5,5,1500,15.0,1,1,7759.0,No
2500,34,25,9,18,13,11,10,6,4,2,3,2,1250,29.0,1,1,23049.0,Yes
10000,80,50,30,39,30,27,24,17,13,4,4,5,2500,17.0,1,0,6887.0,No
3000,34,22,12,18,14,12,11,8,4,4,2,3,750,41.0,1,1,30790.0,Yes
5000,54,35,19,28,21,16,15,11,7,4,2,3,1250,40.0,1,1,29494.0,Yes
1500,24,14,10,11,8,7,6,4,2,2,6,4,750,8.0,1,0,2084.0,No
1500,23,12,11,9,6,5,5,3,3,0,0,4,0,3.0,0,0,0.0,No
800,15,8,7,6,4,3,3,2,2,0,0,5,0,12.0,0,0,0.0,No
1500,22,14,8,11,8,6,6,5,4,1,6,3,1500,9.0,1,0,2285.0,Yes
2000,28,16,12,13,10,8,7,5,3,2,2,6,1000,39.0,1,0,,No
1500,24,13,11,10,7,6,5,3,1,2,5,4,750,9.0,1,0,2083.0,No
1000,22,11,11,8,6,5,4,3,1,2,5,3,500,13.0,1,1,5928.0,No
1000,19,10,9,8,6,5,4,3,2,1,5,3,1000,13.0,1,1,6828.0,No
3000,39,25,14,19,14,11,10,7,4,3,2,3,1000,44.0,1,1,33843.0,Yes
1500,26,14,12,11,8,7,6,5,4,1,6,3,1500,5.0,1,0,1241.0,No
2500,35,21,14,15,11,10,9,6,3,3,2,4,833,33.0,1,1,25284.0,No
3000,38,26,12,21,16,13,12,9,5,4,2,5,750,40.0,1,1,28630.0,Yes
5000,49,34,15,27,20,16,14,10,6,4,3,3,1250,27.0,1,1,18743.0,Yes
800,19,8,11,6,4,3,3,2,1,1,6,3,800,6.0,0,0,0.0,No
